101;Violet;2872;Vincent;3776
102;Rylee;2860;Easton;3746
103;Lilly;2842;Eric;3716
104;Angelina;2832;Micah;3711
105;Katelyn;2826;Kayden;3701
106;Mya;2824;Jace;3689
107;Paige;2796;Aidan;3685
108;Natalia;2781;Ryder;3673
109;Ruby;2735;Ashton;3512
110;Piper;2712;Bryan;3501
111;Annabelle;2698;Riley;3427
112;Mary;2671;Hudson;3421
113;Jade;2655;Asher;3369
114;Isabelle;2643;Bryce;3337
115;Liliana;2642;Miles;3325
116;Nicole;2633;Kaleb;3312
117;Rachel;2614;Giovanni;3299
118;Vanessa;2607;Antonio;3297
119;Gabrielle;2601;Kaden;3261
120;Jessica;2600;Colin;3242
121;Jordyn;2593;Kyle;3233
122;Reagan;2591;Brian;3213
123;Kendall;2579;Timothy;3195
124;Sadie;2576;Steven;3178
125;Valeria;2532;Sean;3157
126;Brielle;2488;Miguel;3146
127;Lyla;2403;Richard;3137
128;Isabel;2396;Ivan;3097
129;Brooklynn;2390;Jake;3081
130;Reese;2369;Alejandro;3075
131;Sara;2367;Santiago;3057
132;Adriana;2312;Axel;3026
133;Aliyah;2280;Joel;3023
134;Jennifer;2264;Maxwell;3022
135;Mckenzie;2224;Brady;3021
136;Gracie;2220;Caden;3018
137;Nora;2217;Preston;2997
138;Kylee;2198;Damian;2989
139;Makenzie;2188;Elias;2961
140;Izabella;2186;Jaxson;2942
141;Laila;2183;Jesse;2940
142;Alice;2181;Victor;2877
143;Amy;2177;Patrick;2841
144;Michelle;2170;Jonah;2837
145;Skylar;2144;Marcus;2778
146;Stephanie;2134;Rylan;2741
147;Juliana;2113;Emmanuel;2656
148;Rebecca;2091;Edward;2642
149;Jayla;2069;Leonardo;2631
150;Eleanor;2064;Cayden;2548
151;Clara;2055;Grant;2522
152;Giselle;2030;Jeremy;2511
153;Valentina;2010;Braxton;2486
154;Vivian;2010;Gage;2485
155;Alaina;1985;Jude;2450
156;Eliana;1980;Wesley;2450
157;Aria;1964;Devin;2437
158;Valerie;1944;Roman;2437
159;Haley;1938;Mark;2412
160;Elena;1921;Camden;2391
161;Catherine;1917;Kaiden;2386
162;Elise;1915;Oscar;2359
163;Lila;1903;Alan;2326
164;Megan;1902;Malachi;2310
165;Gabriela;1895;George;2296
166;Daisy;1883;Peyton;2278
167;Jada;1877;Leo;2226
168;Daniela;1860;Nicolas;2222
169;Penelope;1847;Maddox;2205
170;Jenna;1826;Kenneth;2200
171;Ashlyn;1823;Mateo;2182
172;Delilah;1817;Sawyer;2168
173;Summer;1791;Collin;2157
174;Mila;1786;Conner;2153
175;Kate;1774;Cody;2152
176;Keira;1772;Andres;2149
177;Adrianna;1762;Declan;2147
178;Hadley;1751;Lincoln;2145
179;Julianna;1725;Bradley;2143
180;Maci;1725;Trevor;2125
181;Eden;1716;Derek;2120
182;Josephine;1708;Tanner;2113
183;Aurora;1706;Silas;2081
184;Melissa;1698;Eduardo;2076
185;Hayden;1688;Seth;2070
186;Alana;1687;Jaiden;2055
187;Margaret;1681;Paul;2055
188;Quinn;1680;Jorge;2034
189;Angela;1657;Cristian;1995
190;Brynn;1655;Garrett;1932
191;Alivia;1654;Travis;1924
192;Katie;1652;Abraham;1912
193;Ryleigh;1640;Omar;1884
194;Kinley;1633;Javier;1873
195;Paisley;1626;Ezekiel;1840
196;Jordan;1623;Tucker;1824
197;Aniyah;1575;Harrison;1814
198;Allie;1561;Peter;1814
199;Miranda;1559;Damien;1807
200;Jacqueline;1551;Greyson;1785
201;Melody;1548;Avery;1776
202;Willow;1546;Kai;1758
203;Diana;1535;Weston;1741
204;Cora;1532;Ezra;1735
205;Alexandria;1511;Xander;1713
206;Mikayla;1511;Jaylen;1712
207;Danielle;1482;Corbin;1698
208;Londyn;1480;Fernando;1697
209;Addyson;1473;Calvin;1694
210;Amaya;1470;Jameson;1648
211;Hazel;1468;Francisco;1647
212;Callie;1467;Maximus;1639
213;Teagan;1462;Josue;1632
214;Adalyn;1458;Ricardo;1623
215;Ximena;1457;Shane;1618
216;Angel;1453;Trenton;1611
217;Kinsley;1453;Cesar;1605
218;Shelby;1448;Chance;1602
219;Makenna;1436;Drake;1597
220;Ariel;1426;Zane;1593
221;Jillian;1421;Israel;1592
222;Chelsea;1420;Emmett;1590
223;Alayna;1403;Jayce;1588
224;Harmony;1403;Mario;1588
225;Sienna;1398;Landen;1579
226;Amanda;1394;Kingston;1568
227;Presley;1384;Spencer;1568
228;Maggie;1378;Griffin;1565
229;Tessa;1378;Stephen;1556
230;Leila;1367;Manuel;1550
231;Hope;1362;Theodore;1545
232;Genevieve;1356;Erick;1538
233;Erin;1341;Braylon;1527
234;Briana;1330;Raymond;1518
235;Delaney;1330;Edwin;1516
236;Esther;1322;Charlie;1503
237;Kathryn;1321;Abel;1497
238;Ana;1320;Myles;1495
239;Mckenna;1320;Bennett;1481
240;Camille;1309;Johnathan;1478
241;Cecilia;1309;Andre;1477
242;Lucia;1308;Alexis;1475
243;Lola;1304;Edgar;1460
244;Leilani;1296;Troy;1446
245;Leslie;1279;Zion;1442
246;Ashlynn;1277;Jeffrey;1426
247;Kayleigh;1277;Hector;1406
248;Alondra;1271;Shawn;1403
249;Alison;1269;Lukas;1378
250;Haylee;1265;Amir;1376
251;Carly;1264;Tyson;1370
252;Juliet;1263;Keegan;1361
253;Lexi;1262;Kyler;1361
254;Kelsey;1258;Donovan;1356
255;Eliza;1241;Graham;1345
256;Josie;1233;Simon;1345
257;Marissa;1228;Everett;1336
258;Marley;1225;Clayton;1334
259;Alicia;1219;Braden;1329
260;Amber;1216;Luca;1326
261;Sabrina;1215;Emanuel;1312
262;Kaydence;1209;Martin;1310
263;Norah;1209;Brendan;1302
264;Allyson;1207;Cash;1301
265;Alina;1204;Zander;1291
266;Ivy;1204;Jared;1289
267;Fiona;1201;Ryker;1288
268;Isla;1197;Dante;1285
269;Nadia;1172;Dominick;1284
270;Kyleigh;1166;Lane;1284
271;Christina;1164;Kameron;1281
272;Emery;1162;Elliot;1275
273;Laura;1154;Paxton;1274
274;Cheyenne;1153;Rafael;1266
275;Alexia;1142;Andy;1265
276;Emerson;1142;Dalton;1262
277;Sierra;1142;Erik;1261
278;Luna;1138;Sergio;1257
279;Cadence;1136;Gregory;1254
280;Daniella;1135;Marco;1248
281;Fatima;1124;Emiliano;1242
282;Bianca;1112;Jasper;1240
283;Cassidy;1112;Johnny;1240
284;Veronica;1107;Dean;1230
285;Kyla;1100;Drew;1227
286;Evangeline;1099;Caiden;1214
287;Karen;1094;Skyler;1208
288;Adeline;1093;Judah;1200
289;Jazmine;1087;Maximiliano;1196
290;Mallory;1087;Aden;1193
291;Rose;1077;Fabian;1192
292;Jayden;1062;Zayden;1183
293;Kendra;1058;Brennan;1172
294;Camryn;1057;Anderson;1138
295;Macy;1057;Roberto;1126
296;Abby;1056;Reid;1118
297;Dakota;1056;Quinn;1117
298;Mariana;1055;Angelo;1115
299;Gia;1053;Holden;1103
300;Adelyn;1052;Cruz;1091
301;Madilyn;1049;Derrick;1089
302;Jazmin;1046;Grady;1086
303;Iris;1041;Emilio;1079
304;Nina;1040;Finn;1078
305;Georgia;1037;Elliott;1052
306;Lilah;1034;Pedro;1045
307;Breanna;1016;Amari;1044
308;Kenzie;1016;Frank;1038
309;Jayda;1014;Rowan;1032
310;Phoebe;1009;Lorenzo;1024
311;Lilliana;1000;Felix;1023
312;Kamryn;999;Corey;1018
313;Athena;998;Dakota;1014
314;Malia;994;Colby;1013
315;Nyla;989;Braylen;1006
316;Miley;987;Dawson;1001
317;Heaven;982;Brycen;993
318;Audrina;977;Allen;990
319;Madeleine;977;Jax;986
320;Kiara;976;Brantley;983
321;Selena;974;Ty;983
322;Maddison;973;Malik;980
323;Giuliana;970;Ruben;971
324;Emilia;967;Trey;963
325;Lyric;966;Brock;959
326;Joanna;965;Colt;950
327;Adalynn;959;Dallas;950
328;Annabella;958;Joaquin;946
329;Fernanda;957;Leland;933
330;Aubrie;954;Beckett;924
331;Heidi;943;Jett;917
332;Esmeralda;942;Louis;909
333;Kira;938;Gunner;905
334;Elliana;935;Adan;900
335;Arabella;934;Jakob;899
336;Kelly;934;Cohen;893
337;Karina;928;Taylor;889
338;Paris;927;Arthur;888
339;Caitlyn;926;Marcos;885
340;Kara;924;Marshall;883
341;Raegan;924;Ronald;879
342;Miriam;922;Julius;878
343;Crystal;921;Armando;876
344;Alejandra;920;Kellen;875
345;Tatum;920;Dillon;872
346;Savanna;914;Brooks;870
347;Tiffany;913;Cade;862
348;Ayla;912;Danny;862
349;Carmen;909;Nehemiah;860
350;Maliyah;908;Beau;846
351;Karla;907;Jayson;845
352;Bethany;905;Devon;843
353;Guadalupe;905;Tristen;842
354;Kailey;902;Enrique;839
355;Macie;898;Randy;837
356;Gemma;897;Gerardo;834
357;Noelle;896;Pablo;834
358;Rylie;894;Desmond;831
359;Elaina;890;Raul;830
360;Lena;889;Romeo;830
361;Amiyah;887;Milo;826
362;Ruth;885;Julio;814
363;Ainsley;883;Kellan;811
364;Finley;874;Karson;805
365;Danna;873;Titus;804
366;Parker;869;Keaton;802
367;Emely;864;Keith;800
368;Jane;862;Reed;800
369;Joselyn;859;Ali;796
370;Scarlet;859;Braydon;796
371;Anastasia;858;Dustin;796
372;Journey;857;Scott;794
373;Angelica;853;Trent;793
374;Sasha;853;Waylon;793
375;Yaretzi;849;Walter;791
376;Charlie;848;Donald;785
377;Juliette;843;Ismael;784
378;Lia;842;Phillip;772
379;Brynlee;840;Iker;769
380;Angelique;833;Esteban;762
381;Katelynn;828;Jaime;760
382;Nayeli;822;Landyn;757
383;Vivienne;819;Darius;754
384;Addisyn;817;Dexter;747
385;Kaelyn;816;Matteo;747
386;Annie;815;Colten;744
387;Tiana;815;Emerson;730
388;Kyra;811;Phoenix;723
389;Janelle;809;King;722
390;Cali;808;Izaiah;721
391;Aleah;807;Karter;720
392;Caitlin;799;Albert;717
393;Imani;796;Jerry;716
394;Jayleen;796;Tate;716
395;April;789;Larry;713
396;Julie;789;Saul;713
397;Alessandra;788;Payton;711
398;Julissa;787;August;705
399;Kailyn;786;Jalen;705
400;Jazlyn;783;Enzo;700
401;Janiyah;781;Jay;700
402;Kaylie;776;Rocco;700
403;Madelynn;775;Kolton;699
404;Baylee;773;Russell;699
405;Itzel;772;Leon;690
406;Monica;772;Philip;689
407;Adelaide;771;Gael;687
408;Brylee;769;Quentin;687
409;Michaela;769;Tony;685
410;Madisyn;766;Mathew;684
411;Cassandra;765;Kade;682
412;Elle;764;Gideon;680
413;Kaylin;764;Dennis;678
414;Aniya;760;Damon;675
415;Dulce;758;Darren;675
416;Olive;757;Kason;674
417;Jaelyn;752;Walker;671
418;Courtney;749;Jimmy;658
419;Brittany;745;Alberto;657
420;Madalyn;737;Mitchell;653
421;Jasmin;734;Alec;652
422;Kamila;734;Rodrigo;647
423;Kiley;733;Casey;635
424;Tenley;733;River;635
425;Braelyn;729;Maverick;634
426;Holly;729;Amare;633
427;Helen;725;Brayan;633
428;Hayley;723;Mohamed;633
429;Carolina;722;Issac;632
430;Cynthia;722;Yahir;631
431;Talia;722;Arturo;629
432;Anya;719;Moises;629
433;Estrella;719;Maximilian;627
434;Bristol;718;Knox;626
435;Jimena;714;Barrett;624
436;Harley;710;Davis;623
437;Jamie;706;Gustavo;623
438;Rebekah;704;Curtis;620
439;Charlee;703;Hugo;613
440;Lacey;701;Reece;612
441;Jaliyah;700;Chandler;609
442;Cameron;699;Mauricio;608
443;Sarai;699;Jamari;607
444;Caylee;692;Abram;606
445;Kennedi;690;Uriel;602
446;Dayana;689;Bryant;601
447;Tatiana;683;Archer;600
448;Serena;678;Kamden;598
449;Eloise;672;Solomon;597
450;Daphne;671;Porter;596
451;Mckinley;668;Zackary;592
452;Mikaela;667;Adriel;591
453;Celeste;665;Ryland;590
454;Hanna;661;Lawrence;588
455;Lucille;661;Noel;585
456;Skyler;648;Alijah;579
457;Nylah;647;Ricky;579
458;Camilla;646;Ronan;579
459;Lilian;644;Leonel;578
460;Lindsey;643;Maurice;577
461;Sage;639;Chris;576
462;Viviana;639;Atticus;574
463;Danica;638;Brenden;574
464;Liana;638;Ibrahim;572
465;Melany;636;Zachariah;572
466;Aileen;633;Khalil;571
467;Lillie;633;Lance;571
468;Kadence;629;Marvin;570
469;Zariah;627;Dane;569
470;June;626;Bruce;567
471;Lilyana;625;Cullen;566
472;Bridget;624;Orion;566
473;Anabelle;620;Nikolas;558
474;Lexie;619;Pierce;558
475;Anaya;617;Kieran;556
476;Skye;617;Braeden;553
477;Alyson;616;Kobe;552
478;Angie;616;Finnegan;546
479;Paola;616;Remington;546
480;Elsie;614;Muhammad;544
481;Erica;614;Prince;544
482;Gracelyn;614;Orlando;543
483;Kiera;613;Alfredo;541
484;Myla;609;Mekhi;541
485;Aylin;607;Sam;541
486;Lana;607;Rhys;538
487;Priscilla;605;Jacoby;537
488;Kassidy;601;Eddie;534
489;Natasha;601;Zaiden;534
490;Nia;598;Ernesto;531
491;Kenley;597;Joe;529
492;Dylan;595;Kristopher;528
493;Kali;595;Jonas;526
494;Ada;593;Gary;522
495;Miracle;593;Jamison;522
496;Raelynn;592;Nico;522
497;Briella;587;Johan;520
498;Emilee;585;Giovani;518
499;Lorelei;584;Malcolm;518
500;Francesca;583;Armani;516
501;Arielle;581;Warren;516
502;Madyson;580;Gunnar;515
503;Amira;579;Ramon;515
504;Jaelynn;578;Franklin;513
505;Nataly;578;Kane;510
506;Annika;576;Byron;509
507;Joy;575;Cason;508
508;Alanna;574;Brett;505
509;Shayla;571;Ari;504
510;Brenna;570;Deandre;502
511;Sloane;570;Finley;502
512;Vera;570;Justice;502
513;Abbigail;565;Douglas;500
514;Amari;565;Cyrus;498
515;Jaycee;564;Gianni;497
516;Lauryn;563;Talon;494
517;Skyla;559;Camron;492
518;Whitney;559;Cannon;491
519;Aspen;558;Nash;490
520;Johanna;558;Dorian;488
521;Jaylah;554;Kendrick;488
522;Nathalie;554;Moses;488
523;Laney;552;Arjun;485
524;Logan;546;Sullivan;483
525;Brinley;545;Kasen;480
526;Leighton;545;Dominik;479
527;Marlee;545;Ahmed;475
528;Ciara;544;Korbin;475
529;Justice;544;Roger;475
530;Brenda;543;Royce;475
531;Kayden;543;Quinton;474
532;Erika;541;Salvador;474
533;Elisa;540;Isaias;473
534;Lainey;539;Skylar;473
535;Rowan;539;Raiden;472
536;Annabel;537;Terry;472
537;Teresa;537;Brodie;470
538;Dahlia;536;Tobias;470
539;Janiya;536;Morgan;469
540;Lizbeth;535;Frederick;468
541;Nancy;535;Madden;468
542;Aleena;533;Conor;467
543;Kaliyah;533;Reese;467
544;Farrah;531;Braiden;464
545;Marilyn;530;Kelvin;463
546;Eve;529;Julien;460
547;Anahi;528;Kristian;459
548;Rosalie;528;Rodney;459
549;Jaylynn;527;Wade;459
550;Bailee;526;Davion;458
551;Emmalyn;526;Nickolas;458
552;Madilynn;526;Xzavier;458
553;Lea;523;Alvin;457
554;Sylvia;523;Asa;456
555;Annalise;522;Alonzo;453
556;Averie;521;Ezequiel;453
557;Yareli;519;Boston;452
558;Zoie;519;Nasir;452
559;Samara;518;Nelson;452
560;Amani;517;Jase;448
561;Regina;517;London;448
562;Hailee;515;Mohammed;446
563;Arely;513;Rhett;445
564;Evelynn;512;Jermaine;442
565;Luciana;510;Roy;440
566;Natalee;510;Matias;439
567;Anika;509;Ace;438
568;Liberty;508;Chad;436
569;Giana;506;Moshe;436
570;Haven;504;Aarav;435
571;Gloria;503;Keagan;435
572;Gwendolyn;503;Aldo;434
573;Jazlynn;503;Blaine;434
574;Marisol;503;Marc;434
575;Ryan;503;Rohan;432
576;Virginia;501;Bently;431
577;Myah;497;Trace;431
578;Elsa;496;Kamari;430
579;Selah;495;Layne;430
580;Melina;494;Carmelo;429
581;Aryanna;493;Demetrius;429
582;Adelynn;492;Lawson;429
583;Raelyn;491;Nathanael;429
584;Miah;490;Uriah;428
585;Sariah;490;Terrance;425
586;Kaylynn;488;Ahmad;424
587;Amara;487;Jamarion;423
588;Helena;487;Shaun;423
589;Jaylee;487;Kale;422
590;Maeve;487;Noe;421
591;Raven;484;Carl;420
592;Linda;483;Jaydon;419
593;Anne;480;Callen;418
594;Desiree;477;Micheal;418
595;Madalynn;477;Jaxen;416
596;Meredith;477;Lucian;415
597;Clarissa;475;Jaxton;414
598;Elyse;474;Rory;411
599;Marie;474;Quincy;408
600;Alissa;473;Guillermo;406
601;Anabella;472;Javon;406
602;Hallie;472;Kian;406
603;Denise;471;Wilson;406
604;Elisabeth;470;Jeffery;405
605;Kaia;470;Joey;404
606;Danika;469;Kendall;403
607;Kimora;469;Harper;399
608;Milan;469;Jensen;399
609;Claudia;468;Mohammad;398
610;Dana;468;Dayton;393
611;Siena;468;Billy;392
612;Zion;468;Jonathon;390
613;Ansley;467;Jadiel;388
614;Sandra;467;Willie;387
615;Cara;466;Jadon;385
616;Halle;465;Clark;384
617;Maleah;465;Rex;381
618;Marina;465;Francis;379
619;Saniyah;464;Kash;379
620;Casey;463;Malakai;378
621;Harlow;462;Terrell;378
622;Kassandra;462;Melvin;376
623;Charley;459;Cristopher;375
624;Rosa;458;Layton;375
625;Shiloh;458;Ariel;374
626;Tori;456;Sylas;374
627;Adele;453;Gerald;370
628;Kiana;453;Kody;369
629;Ariella;449;Messiah;368
630;Jaylene;447;Semaj;368
631;Joslyn;446;Triston;367
632;Kathleen;446;Bentlee;366
633;Aisha;444;Lewis;366
634;Amya;444;Marlon;366
635;Ayanna;444;Tomas;365
636;Isis;444;Aidyn;363
637;Karlee;444;Tommy;363
638;Cindy;443;Alessandro;362
639;Perla;443;Isiah;362
640;Janessa;442;Jagger;362
641;Lylah;442;Nikolai;362
642;Raquel;441;Omari;362
643;Zara;441;Sincere;362
644;Evie;440;Cory;361
645;Phoenix;439;Rene;361
646;Catalina;437;Terrence;360
647;Lilianna;437;Harley;359
648;Mollie;436;Kylan;359
649;Simone;436;Luciano;359
650;Briley;435;Aron;358
651;Bria;434;Felipe;358
652;Kristina;434;Reginald;357
653;Lindsay;433;Tristian;357
654;Rosemary;433;Urijah;357
655;Cecelia;430;Beckham;356
656;Kourtney;429;Jordyn;356
657;Aliya;428;Kayson;356
658;Asia;428;Neil;356
659;Elin;426;Osvaldo;356
660;Isabela;426;Aydin;355
661;Kristen;424;Ulises;355
662;Yasmin;424;Deacon;354
663;Alani;423;Giovanny;354
664;Aiyana;422;Case;352
665;Amiya;422;Daxton;352
666;Felicity;422;Will;352
667;Patricia;421;Lee;351
668;Kailee;420;Makai;350
669;Adrienne;419;Raphael;350
670;Aliana;419;Tripp;350
671;Ember;419;Kole;349
672;Mariyah;418;Channing;348
673;Mariam;417;Santino;348
674;Ally;416;Stanley;348
675;Bryanna;414;Allan;347
676;Tabitha;413;Alonso;347
677;Wendy;413;Jamal;346
678;Sidney;412;Jorden;346
679;Clare;411;Davin;344
680;Aimee;410;Soren;344
681;Laylah;409;Aryan;342
682;Maia;409;Aydan;342
683;Karsyn;408;Camren;342
684;Greta;407;Jasiah;342
685;Noemi;407;Ray;342
686;Jayde;406;Ben;340
687;Kallie;405;Jon;340
688;Leanna;404;Bobby;339
689;Irene;403;Darrell;336
690;Jessie;403;Markus;336
691;Paityn;403;Branden;335
692;Kaleigh;402;Hank;334
693;Lesly;402;Mathias;334
694;Gracelynn;400;Adonis;332
695;Amelie;399;Darian;331
696;Iliana;397;Jessie;331
697;Elaine;396;Marquis;331
698;Lillianna;396;Vicente;330
699;Ellen;395;Zayne;329
700;Taryn;395;Kenny;327
701;Lailah;394;Raylan;326
702;Rylan;394;Jefferson;324
703;Lisa;392;Steve;324
704;Emersyn;390;Wayne;323
705;Braelynn;389;Leonard;322
706;Shannon;389;Kolby;321
707;Beatrice;387;Ayaan;320
708;Heather;387;Emery;320
709;Jaylin;387;Harry;320
710;Taliyah;387;Rashad;320
711;Arya;386;Adrien;319
712;Emilie;385;Dax;319
713;Ali;384;Dwayne;319
714;Janae;384;Samir;318
715;Chaya;383;Zechariah;318
716;Cherish;383;Yusuf;317
717;Jaida;383;Ronnie;315
718;Journee;383;Tristin;315
719;Sawyer;383;Benson;314
720;Destinee;381;Memphis;314
721;Emmalee;380;Lamar;312
722;Ivanna;380;Maxim;312
723;Charli;379;Bowen;311
724;Jocelynn;379;Ellis;311
725;Kaya;379;Javion;311
726;Elianna;378;Tatum;311
727;Armani;377;Clay;310
728;Kaitlynn;377;Alexzander;309
729;Rihanna;377;Draven;309
730;Reyna;375;Odin;309
731;Christine;374;Branson;308
732;Alia;373;Elisha;308
733;Leyla;373;Rudy;308
734;Mckayla;372;Zain;308
735;Celia;371;Rayan;306
736;Raina;371;Sterling;305
737;Alayah;370;Brennen;304
738;Macey;370;Jairo;304
739;Meghan;370;Brendon;303
740;Zaniyah;370;Kareem;303
741;Carolyn;369;Rylee;303
742;Kynlee;369;Winston;303
743;Carlee;368;Jerome;302
744;Alena;367;Kyson;302
745;Bryn;367;Lennon;302
746;Jolie;367;Luka;302
747;Carla;366;Crosby;301
748;Eileen;366;Deshawn;301
749;Keyla;366;Roland;300
750;Saniya;366;Zavier;300
751;Livia;365;Cedric;299
752;Amina;363;Vance;299
753;Angeline;362;Niko;297
754;Krystal;362;Gauge;296
755;Zaria;362;Kaeden;295
756;Emelia;361;Killian;295
757;Renata;361;Vincenzo;295
758;Mercedes;360;Teagan;294
759;Paulina;359;Trevon;294
760;Diamond;357;Kymani;293
761;Jenny;357;Valentino;292
762;Aviana;356;Abdullah;291
763;Ayleen;356;Bo;291
764;Barbara;356;Darwin;291
765;Alisha;355;Hamza;291
766;Jaqueline;352;Kolten;291
767;Maryam;352;Edison;290
768;Julianne;351;Jovani;290
769;Matilda;351;Augustus;289
770;Sonia;351;Gavyn;289
771;Edith;350;Toby;289
772;Martha;350;Davian;288
773;Audriana;349;Rogelio;288
774;Kaylyn;349;Matthias;287
775;Emmy;348;Brent;286
776;Giada;348;Hayes;286
777;Tegan;348;Brogan;285
778;Charleigh;347;Jamir;285
779;Haleigh;346;Damion;284
780;Nathaly;346;Emmitt;284
781;Susan;346;Landry;284
782;Kendal;345;Chaim;283
783;Leia;345;Jaylin;283
784;Jordynn;344;Yosef;283
785;Amirah;342;Kamron;282
786;Giovanna;342;Lionel;282
787;Mira;342;Van;282
788;Addilyn;341;Bronson;281
789;Frances;341;Casen;281
790;Kaitlin;341;Junior;280
791;Kyndall;340;Misael;280
792;Myra;340;Yandel;280
793;Abbie;339;Alfonso;278
794;Samiyah;339;Giancarlo;278
795;Taraji;338;Rolando;276
796;Braylee;337;Abdiel;275
797;Corinne;337;Aaden;274
798;Jazmyn;336;Deangelo;274
799;Kaiya;336;Duncan;274
800;Lorelai;336;Ishaan;274
801;Abril;334;Jamie;273
802;Kenya;334;Maximo;272
803;Mae;334;Cael;271
804;Hadassah;333;Conrad;271
805;Alisson;332;Ronin;271
806;Haylie;332;Xavi;271
807;Brisa;331;Dominique;270
808;Deborah;331;Ean;270
809;Mina;330;Tyrone;270
810;Rayne;330;Chace;269
811;America;329;Craig;269
812;Ryann;329;Mayson;269
813;Milania;327;Quintin;269
814;Pearl;327;Derick;267
815;Blake;324;Bradyn;266
816;Millie;324;Izayah;266
817;Deanna;323;Zachery;266
818;Araceli;322;Westin;265
819;Demi;321;Alvaro;263
820;Gisselle;321;Johnathon;263
821;Paula;321;Ramiro;263
822;Karissa;320;Konner;262
823;Sharon;320;Lennox;262
824;Kensley;319;Marcelo;262
825;Rachael;319;Blaze;261
826;Aryana;318;Eugene;261
827;Chanel;318;Keenan;261
828;Natalya;318;Bruno;260
829;Hayleigh;316;Deegan;259
830;Paloma;316;Rayden;259
831;Avianna;314;Cale;258
832;Jemma;314;Camryn;258
833;Moriah;314;Eden;258
834;Renee;314;Jamar;257
835;Alyvia;313;Leandro;257
836;Zariyah;313;Sage;257
837;Hana;312;Marcel;256
838;Judith;312;Jovanni;255
839;Kinsey;312;Rodolfo;255
840;Salma;312;Seamus;255
841;Kenna;311;Cain;254
842;Mara;311;Damarion;254
843;Patience;311;Harold;253
844;Saanvi;311;Jaeden;253
845;Cristina;309;Konnor;253
846;Dixie;309;Jair;251
847;Kaylen;309;Callum;250
848;Averi;308;Rowen;250
849;Carlie;308;Rylen;250
850;Kirsten;308;Arnav;249
851;Lilyanna;308;Ernest;249
852;Charity;307;Gilberto;249
853;Larissa;307;Irvin;249
854;Zuri;307;Fisher;248
